index,Activity Date,Activity Name,Activity Type,Distance,Commute,Activity Gear,Athlete Weight,Bike Weight,Moving Time,Max Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Cadence,Average Heart Rate,Average Watts,Calories,Activity Month,Start Hour,Year,Date,Average Speed
21,"May 12, 2011, 04:19:58 PM","Commute, work to home",Ride,33.29,False,2011 Allez,78.01789855957031,10.432600021362305,4967.0,12.605999946594238,103.5999984741211,,0.2000000029802322,33.599998474121094,370.3699951171875,0.0138146998360753,83.185302734375,148.73199462890625,96.35030364990234,0.0,May,16,2011,2011-05-12,15.0
124,"Dec 14, 2011, 03:30:00 PM",Commute home from work,Ride,30.42,False,2011 Allez,78.01789855957031,10.432600021362305,4819.0,13.484000205993652,79.80000305175781,,-7.800000190734863,26.200000762939453,55.0458984375,0.0394441001117229,66.09420013427734,138.1999969482422,101.48799896240234,0.0,Dec,15,2011,2011-12-14,14.12
1586,"Jan 04, 2024, 10:46:36 AM",Morning Ride,Ride,3.80,True,2011 Allez,,10.432600021362305,602.0,10.831982612609863,9.09761905670166,12.797618865966797,2.400000095367432,7.400000095367432,5.350401878356934,-0.0972800999879837,0.0,0.0,104.69686889648438,70.27568054199219,Jan,10,2024,2024-01-04,14.11
1587,"Jan 04, 2024, 05:08:18 PM",Evening Walk,Ride,3.69,True,2011 Allez,,,553.0,10.5600004196167,13.759921073913574,10.159899711608888,2.5,7.400000095367432,6.598984718322754,0.0974210500717163,0.0,0.0,120.15369415283205,74.08635711669922,Jan,17,2024,2024-01-04,14.91
1589,"Jan 05, 2024, 05:34:44 PM",Afternoon Ride,Ride,3.79,True,2011 Allez,,10.432600021362305,588.0,9.603998184204102,14.040194511413574,10.540194511413574,2.0999999046325684,7.400000095367432,7.017543315887451,0.0922847315669059,0.0,0.0,103.04782104492188,67.56021118164062,Jan,17,2024,2024-01-05,14.39
1592,"Jan 09, 2024, 05:37:56 PM",Afternoon Ride,Ride,3.74,True,2011 Allez,,10.432600021362305,551.0,9.3599853515625,13.63888931274414,10.038888931274414,2.400000095367432,7.400000095367432,6.020068168640137,0.0960912257432937,0.0,0.0,108.4990692138672,66.65803527832031,Jan,17,2024,2024-01-09,15.16
1594,"Jan 11, 2024, 04:39:26 PM",Afternoon Ride,Ride,3.82,True,2011 Allez,,10.432600021362305,591.0,10.245996475219728,14.651190757751465,11.651190757751465,1.7000000476837158,7.400000095367432,7.117438316345215,0.0783705189824104,0.0,0.0,103.41765594482422,68.14861297607422,Jan,16,2024,2024-01-11,14.44
1595,"Jan 12, 2024, 05:33:24 PM",Afternoon Ride,Ride,3.73,True,2011 Allez,,10.432600021362305,591.0,10.928003311157228,13.940476417541504,10.340476036071776,2.299999952316284,7.400000095367432,5.877167224884033,0.0963705778121948,0.0,0.0,99.73168182373048,65.71968841552734,Jan,17,2024,2024-01-12,14.13
1597,"Jan 17, 2024, 05:35:23 PM",Afternoon Ride,Ride,3.74,True,2011 Allez,,10.432600021362305,590.0,8.947998046875,13.747862815856934,10.147863388061523,2.400000095367432,7.400000095367432,5.968367099761963,0.0960614755749702,0.0,0.0,101.9648666381836,67.07759094238281,Jan,17,2024,2024-01-17,14.16
1599,"Jan 18, 2024, 05:45:36 PM",Evening Ride,Ride,3.41,True,2011 Allez,,10.432600021362305,432.0,12.082857131958008,13.376190185546877,9.776190757751465,2.400000095367432,7.400000095367432,3.813886880874634,0.1052948683500289,0.0,0.0,145.28140258789062,69.9791488647461,Jan,17,2024,2024-01-18,17.67
1602,"Jan 25, 2024, 05:38:42 PM",Afternoon Ride,Ride,3.82,True,2011 Allez,,10.432600021362305,532.0,10.30799961090088,13.898333549499512,10.298333168029783,2.400000095367432,7.400000095367432,4.376368045806885,0.0941920131444931,0.0,0.0,119.09073638916016,70.64224243164062,Jan,17,2024,2024-01-25,16.04
1604,"Jan 26, 2024, 04:40:36 PM",Afternoon Ride,Ride,3.72,True,2011 Allez,,10.432600021362305,516.0,11.434008598327637,13.396204948425291,9.796205520629885,2.400000095367432,7.400000095367432,5.679129123687744,0.0967331081628799,0.0,0.0,133.42758178710938,76.76622772216797,Jan,16,2024,2024-01-26,16.12
1606,"Jan 29, 2024, 05:37:09 PM",Afternoon Ride,Ride,3.77,True,2011 Allez,,10.432600021362305,587.0,11.871999740600586,13.677692413330078,10.077692031860352,2.5,7.400000095367432,4.5662102699279785,0.0953054130077362,0.0,0.0,101.96886444091795,66.73912811279297,Jan,17,2024,2024-01-29,14.35
1608,"Jan 30, 2024, 05:40:56 PM",Afternoon Ride,Ride,3.76,True,2011 Allez,,10.432600021362305,594.0,10.718000411987305,13.610562324523926,10.010562896728516,2.400000095367432,7.400000095367432,5.366725921630859,0.0955163091421127,0.0,0.0,99.06246948242188,65.61006164550781,Jan,17,2024,2024-01-30,14.18
