index,Activity Date,Activity Name,Activity Type,Distance,Commute,Activity Gear,Athlete Weight,Bike Weight,Moving Time,Max Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Cadence,Average Heart Rate,Average Watts,Calories,Activity Month,Start Hour,Year,Date,Average Speed
0,"Jul 28, 2011, 04:51:46 PM",Interval Training,Ride,9.51,False,2011 Allez,78.01789855957031,10.432600021362305,1396.0,16.18400001525879,25.799999237060547,,16.0,31.600000381469727,22.123899459838867,-0.002101759891957,79.55339813232422,142.03199768066406,100.2020034790039,0.0,Jul,16,2011,2011-07-28,15.24
1,"Jul 26, 2011, 05:00:46 PM",Mill Creek,Ride,24.49,False,2011 Allez,78.01789855957031,10.432600021362305,4472.0,17.4060001373291,507.6000061035156,,13.199999809265137,503.2000122070313,2000.0,0.0367496013641357,63.79380035400391,138.54299926757812,127.31500244140624,0.0,Jul,17,2011,2011-07-26,12.25
2,"Jul 21, 2011, 11:33:18 AM",Lunch Ride in the hills,Ride,16.62,False,2011 Allez,78.01789855957031,10.432600021362305,2622.0,17.58799934387207,226.3999938964844,,22.399999618530277,238.8000030517578,15.469599723815918,-0.0625524967908859,71.9280014038086,147.8509979248047,123.06099700927734,0.0,Jul,11,2011,2011-07-21,14.18
3,"Aug 02, 2011, 04:19:28 PM",MIll Creek plus Morrison Canyon,Ride,54.53,False,2011 Allez,78.01789855957031,10.432600021362305,9359.0,17.606700897216797,1046.0,,16.0,500.0,32.6974983215332,0.0245731994509696,71.29910278320312,146.01400756835938,133.21800231933594,0.0,Aug,16,2011,2011-08-02,13.03
4,"Jul 15, 2011, 11:33:24 AM",Lunch Ride: Arastradero Preserve,Ride,18.89,False,RockHopper,78.01789855957031,12.700599670410156,4367.0,14.630000114440918,296.3999938964844,,14.600000381469728,245.6000061035156,217.39100646972656,0.0296432003378868,72.88670349121094,154.0659942626953,113.89900207519533,0.0,Jul,11,2011,2011-07-15,9.68
5,"Jul 19, 2011, 11:04:46 AM",Lunch Ride in the hills,Ride,32.68,False,2011 Allez,78.01789855957031,10.432600021362305,5361.0,21.47599983215332,603.5999755859375,,13.0,530.5999755859375,33.036800384521484,-0.0006118969758972,72.97480010986328,146.01800537109375,137.3249969482422,0.0,Jul,11,2011,2011-07-19,13.64
6,"Jul 14, 2011, 11:21:55 AM",Lunch Ride,Ride,16.43,False,2011 Allez,78.01789855957031,10.432600021362305,2961.0,16.174999237060547,135.0,,11.600000381469728,63.400001525878906,19.653200149536133,-0.0194697994738817,65.29149627685547,127.91200256347656,81.93379974365234,0.0,Jul,11,2011,2011-07-14,12.41
7,"Jul 10, 2011, 11:30:27 AM",Lunch Ride Short PV loop,Ride,21.25,False,2011 Allez,78.01789855957031,10.432600021362305,3593.0,14.378000259399414,203.0,,28.200000762939453,151.8000030517578,103.447998046875,-0.0141174001619219,64.13050079345703,123.79100036621094,92.53730010986328,370.7224731445313,Jul,11,2011,2011-07-10,13.23
8,"Jul 08, 2011, 11:13:42 AM",Lunch Ride in the hills,Ride,25.69,False,2011 Allez,78.01789855957031,10.432600021362305,3950.0,16.079999923706055,445.2000122070313,,15.0,284.0,33.33330154418945,0.0140094002708792,75.48970031738281,148.04299926757812,135.3470001220703,0.0,Jul,11,2011,2011-07-08,14.55
9,"Jun 25, 2011, 11:43:29 AM",Short Lunch Ride,Ride,11.97,False,2011 Allez,78.01789855957031,10.432600021362305,1994.0,13.29170036315918,150.0,,12.0,114.5999984741211,25.43720054626465,-0.0133597999811172,73.00650024414062,0.0,106.37999725341795,0.0,Jun,11,2011,2011-06-25,13.43
10,"Jul 03, 2011, 09:53:59 AM","Rode to Lake Del Valle, then swam, then rode back",Ride,57.59,False,2011 Allez,78.01789855957031,10.432600021362305,9688.0,26.5939998626709,588.4000244140625,,190.8000030517578,439.7999877929688,1550.0,0.0194450002163648,73.99919891357422,0.0,119.13999938964844,0.0,Jul,9,2011,2011-07-03,13.3
11,"Jul 05, 2011, 07:42:00 PM",Easy ride,Ride,20.50,False,2011 Allez,78.01789855957031,10.432600021362305,4326.0,12.616700172424316,78.80000305175781,,13.399999618530272,58.0,24.096399307250977,-0.0204796995967626,57.206199645996094,97.80819702148438,58.70069885253906,0.0,Jul,19,2011,2011-07-05,10.6
12,"Jul 07, 2011, 11:33:13 AM",Short Lunch Ride in the hills,Ride,15.26,False,2011 Allez,78.01789855957031,10.432600021362305,2528.0,16.510000228881836,204.0,,15.0,146.39999389648438,666.6669921875,0.0183477997779846,71.3363037109375,138.16000366210938,120.12100219726562,0.0,Jul,11,2011,2011-07-07,13.5
13,"Jun 26, 2011, 12:37:21 PM",Hike @ Rancho San Antonio,Hike,6.70,,,,,5359.0,3.2850000858306885,184.8000030517578,,134.0,304.20001220703125,2000.0,0.2863720059394836,0.0,101.56800079345705,0.0,0.0,Jun,12,2011,2011-06-26,
14,"Jun 12, 2011, 07:15:10 PM",Easy ride,Ride,14.84,False,2011 Allez,78.01789855957031,10.432600021362305,3327.0,14.109000205993652,90.1999969482422,,12.600000381469728,57.0,35.19060134887695,0.0296394005417823,49.259498596191406,0.0,52.018699645996094,0.0,Jun,19,2011,2011-06-12,9.98
15,"Jun 30, 2011, 09:10:27 AM",Montebello and Long Ridge,Ride,23.10,False,RockHopper,78.01789855957031,12.700599670410156,9480.0,12.187999725341797,867.2319946289062,,389.8999938964844,858.2000122070312,428.5710144042969,0.0,69.15360260009766,137.04200744628906,131.25799560546875,1387.42333984375,Jun,9,2011,2011-06-30,5.45
16,"Jun 24, 2011, 10:28:47 AM",Lunch Ride: The Loop plus OLH,Ride,48.40,False,2011 Allez,78.01789855957031,10.432600021362305,7563.0,16.308000564575195,748.0,,13.0,536.0,6000.0,0.0132231004536151,77.2874984741211,140.41400146484375,126.76599884033205,1068.9853515625,Jun,10,2011,2011-06-24,14.31
17,"May 26, 2011, 11:38:50 AM",Lunch Ride,Ride,13.56,False,2011 Allez,78.01789855957031,10.432600021362305,1979.0,13.66800022125244,120.4000015258789,,15.0,76.0,15.81029987335205,0.0471740998327732,85.347900390625,145.89199829101562,115.7300033569336,0.0,May,11,2011,2011-05-26,15.34
18,"Jun 06, 2011, 04:32:22 PM",After work ride to Palomares Summit and back,Ride,29.05,False,2011 Allez,78.01789855957031,10.432600021362305,4360.0,16.76799964904785,390.7999877929688,,-10.199999809265137,357.20001220703125,4000.0,0.0468018017709255,78.52899932861328,148.6060028076172,104.47699737548828,0.0,Jun,16,2011,2011-06-06,14.9
19,"Jun 17, 2011, 03:13:37 PM",After work ride w Alex,Ride,16.15,False,RockHopper,78.01789855957031,12.700599670410156,4711.0,15.390000343322754,467.7999877929688,,214.0,693.7999877929688,5000.0,-0.0742627009749412,76.31759643554688,133.5500030517578,110.02300262451172,0.0,Jun,15,2011,2011-06-17,7.67
20,"Jun 23, 2011, 10:58:58 AM",Lunch Ride: Arastradero Preserve,Ride,22.99,False,RockHopper,78.01789855957031,12.700599670410156,5776.0,13.616000175476074,376.7999877929688,,9.600000381469728,224.0,43.95600128173828,-0.0147879999130964,73.5094985961914,132.8820037841797,99.83280181884766,0.0,Jun,10,2011,2011-06-23,8.91
21,"May 12, 2011, 04:19:58 PM","Commute, work to home",Ride,33.29,False,2011 Allez,78.01789855957031,10.432600021362305,4967.0,12.605999946594238,103.5999984741211,,0.2000000029802322,33.599998474121094,370.3699951171875,0.0138146998360753,83.185302734375,148.73199462890625,96.35030364990234,0.0,May,16,2011,2011-05-12,15.0
22,"May 22, 2011, 12:11:54 PM",Brushy Peak,Ride,18.42,False,FSR,78.01789855957031,15.875699996948242,4817.0,10.972000122070312,378.3999938964844,,170.1999969482422,422.3999938964844,10000.0,0.0151985995471477,78.35749816894531,146.76100158691406,114.64900207519533,615.7745971679688,May,12,2011,2011-05-22,8.56
23,"May 05, 2011, 05:45:25 AM",Short Lunch Ride in the hills,Ride,14.66,False,2011 Allez,78.01789855957031,10.432600021362305,2328.0,14.375,188.6000061035156,,13.600000381469728,149.60000610351562,10.546099662780762,0.0109134996309876,79.00749969482422,139.6269989013672,106.8949966430664,0.0,May,5,2011,2011-05-05,14.09
24,"May 12, 2011, 05:04:45 AM","Commute, home to work",Ride,31.40,False,2011 Allez,78.01789855957031,10.432600021362305,5324.0,9.046250343322754,61.79999923706055,,-1.0,26.799999237060547,100.0,-0.014011800289154,76.90879821777344,130.6999969482422,65.09410095214844,0.0,May,5,2011,2011-05-12,13.19
25,"May 20, 2011, 11:32:13 AM",Lunch Ride,Ride,22.83,False,2011 Allez,78.01789855957031,10.432600021362305,3479.0,15.038000106811523,333.0,,12.800000190734863,207.8000030517578,285.7139892578125,0.0420427992939949,79.08989715576172,141.46200561523438,130.07200622558594,0.0,May,11,2011,2011-05-20,14.68
26,"Jun 16, 2011, 04:11:37 PM",After work ride from Skyline to the ocean and back,Ride,68.19,False,2011 Allez,78.01789855957031,10.432600021362305,10987.0,18.89800071716309,958.4000244140624,,30.600000381469727,757.5999755859375,12000.0,0.0049859802238643,69.6709976196289,140.54800415039062,118.58499908447266,0.0,Jun,16,2011,2011-06-16,13.88
27,"May 29, 2011, 11:21:30 AM",Livermore Loop,Ride,70.96,False,2011 Allez,78.01789855957031,10.432600021362305,11141.0,20.777999877929688,672.2000122070312,,41.20000076293945,498.6000061035156,26.200899124145508,0.0098645603284239,80.32949829101562,146.218994140625,108.6240005493164,1349.3507080078125,May,11,2011,2011-05-29,14.25
28,"Jun 15, 2011, 11:23:33 AM",Lunch Ride: Arastradero Preserve,Ride,19.49,False,RockHopper,78.01789855957031,12.700599670410156,4123.0,12.371999740600586,302.0,,15.0,229.6000061035156,705.8820190429688,0.0687313973903656,80.21859741210938,143.20799255371094,118.8560028076172,0.0,Jun,11,2011,2011-06-15,10.57
29,"May 04, 2011, 04:27:13 PM","05/04/2011 Fremont, CA",Ride,13.62,False,,78.01789855957031,,2565.0,18.899999618530277,107.4000015258789,,12.199999809265137,89.19999694824219,210.5260009765625,0.0278903003782033,64.8416976928711,124.84400177001952,0.0,0.0,May,16,2011,2011-05-04,11.87
30,"May 01, 2011, 11:19:55 AM",Short Lunch Ride,Ride,12.76,False,2011 Allez,78.01789855957031,10.432600021362305,2804.0,15.038000106811523,131.60000610351562,,15.0,116.4000015258789,12000.0,0.0783295035362243,56.60380172729492,124.61599731445312,64.36229705810547,0.0,May,11,2011,2011-05-01,10.18
31,"May 06, 2011, 11:33:03 AM",Lunch Ride Short PV loop,Ride,26.24,False,2011 Allez,78.01789855957031,10.432600021362305,4215.0,15.291999816894531,281.20001220703125,,0.2000000029802322,153.8000030517578,14.267200469970703,0.004572819918394,79.27950286865234,136.3209991455078,103.43399810791016,486.1113586425781,May,11,2011,2011-05-06,13.92
32,"May 11, 2011, 11:37:45 AM",Lunch Ride in the hills,Ride,17.39,False,2011 Allez,78.01789855957031,10.432600021362305,3189.0,15.904000282287598,293.0,,14.0,231.1999969482422,80.0,0.0034493100829422,70.3385009765625,144.00100708007812,112.63600158691406,0.0,May,11,2011,2011-05-11,12.2
